Date,Plot,Qdrt,Treatment,Group,Cover,Species,"Native (N) or 
6/9/2022,1,4,Herbicide,FORB,1,BIDALB,NV,0
6/9/2022,1,4,Herbicide,NONE,1,UNKDIC,ND,0
6/9/2022,1,4,Herbicide,NONE,1,UNKDIC,ND,0
6/9/2022,1,4,Herbicide,FORB,1,TORCRU,NN,0
6/9/2022,1,4,Herbicide,GRAS,1,SPOSPP,NN,0
6/9/2022,1,5,Herbicide,SHRU,4,URELOB,NN,0
6/9/2022,1,5,Herbicide,FABA,4,INDHIR,NN,0
6/9/2022,1,5,Herbicide,NONE,3,DEDVEG,ND,0
6/9/2022,1,5,Herbicide,GRAS,3,UROMAX,NN,0
6/9/2022,1,5,Herbicide,NONE,1,BARSOI,ND,0
6/9/2022,1,5,Herbicide,FORB,1,SIDSPP,ND,0
6/9/2022,1,5,Herbicide,NONE,1,UNKDIC,ND,0
6/9/2022,1,5,Herbicide,VINE,1,AMPARB,NV,4
6/9/2022,1,5,Herbicide,SEDG,1,CYPSPP,ND,0
6/9/2022,1,5,Herbicide,VINE,1,MOMCHA,NN,0
6/9/2022,2,1,Mechanical,FORB,3,BIDALB,NV,0
6/9/2022,2,1,Mechanical,FORB,3,SIDSPP,ND,0
6/9/2022,2,1,Mechanical,SHRU,3,URELOB,NN,0
6/9/2022,2,1,Mechanical,GRAS,2,UROMAX,NN,0
6/9/2022,2,1,Mechanical,SEDG,2,CYPSPP,ND,0
6/9/2022,2,1,Mechanical,FABA,2,INDHIR,NN,0
6/9/2022,2,1,Mechanical,GRAS,1,MELREP,NN,0
6/9/2022,2,1,Mechanical,FORB,1,CROSPP,NN,0
6/9/2022,2,2,Mechanical,FORB,6,CROSPP,NN,0
6/9/2022,2,2,Mechanical,GRAS,3,UROMAX,NN,0
6/9/2022,2,2,Mechanical,FORB,2,SIDSPP,ND,0
6/9/2022,2,2,Mechanical,FORB,2,BIDALB,NV,0
6/9/2022,2,2,Mechanical,FABA,2,INDHIR,NN,0
6/9/2022,2,2,Mechanical,FABA,1,SENOBT,NV,1
6/9/2022,2,3,Mechanical,FORB,5,SIDSPP,ND,0
6/9/2022,2,3,Mechanical,GRAS,4,UROMAX,NN,0
6/9/2022,2,3,Mechanical,FORB,1,SIDCOR,NN,0
6/9/2022,2,3,Mechanical,NONE,1,UNKDIC,ND,0
6/9/2022,2,3,Mechanical,VINE,1,MOMCHA,NN,0
6/9/2022,2,3,Mechanical,FORB,1,CROSPP,NN,0
6/9/2022,2,3,Mechanical,GRAS,1,SPOSPP,NN,0
6/9/2022,2,4,Mechanical,SHRU,3,URELOB,NN,0
6/9/2022,2,4,Mechanical,FABA,3,INDHIR,NN,0
6/9/2022,2,4,Mechanical,FABA,3,SENOBT,NV,1
6/9/2022,2,4,Mechanical,FORB,3,CROSPP,NN,0
6/9/2022,2,4,Mechanical,GRAS,2,UROMAX,NN,0
6/9/2022,2,4,Mechanical,SEDG,2,CYPSPP,ND,0
6/9/2022,2,4,Mechanical,FABA,2,MACLAT,NN,0
6/9/2022,2,4,Mechanical,FORB,1,SIDSPP,ND,0
6/9/2022,2,4,Mechanical,NONE,1,UNKDIC,ND,0
6/9/2022,2,4,Mechanical,FORB,1,AMBART,NV,0
6/9/2022,2,4,Mechanical,VINE,1,MOMCHA,NN,0
6/9/2022,2,5,Mechanical,SHRU,4,URELOB,NN,0
6/9/2022,2,5,Mechanical,GRAS,4,UROMAX,NN,0
6/9/2022,2,5,Mechanical,FABA,2,INDHIR,NN,0
6/9/2022,2,5,Mechanical,FORB,1,SIDSPP,ND,0
6/9/2022,2,5,Mechanical,SEDG,1,CYPSPP,ND,0
6/9/2022,2,5,Mechanical,FORB,1,PHYSPP,NV,1
6/9/2022,2,5,Mechanical,FORB,1,PHLSPP,NV,0
6/9/2022,2,5,Mechanical,VINE,1,MOMCHA,NN,0
6/9/2022,2,5,Mechanical,NONE,1,UNKDIC,ND,0
6/9/2022,2,5,Mechanical,NONE,1,UNKDIC,ND,0
7/28/2022,0,1,Control,GRAS,4,UROMAX,NN,0
7/28/2022,0,1,Control,FABA,4,INDHIR,NN,0
7/28/2022,0,1,Control,FORB,2,AMBART,NV,0
7/28/2022,0,1,Control,SHRU,2,URELOB,NN,0
7/28/2022,0,1,Control,VINE,1,RUBSPP,NV,3
7/28/2022,0,2,Control,NONE,4,BARSOI,ND,0
7/28/2022,0,2,Control,FABA,4,INDHIR,NN,0
7/28/2022,0,2,Control,SHRU,3,URELOB,NN,0
7/28/2022,0,2,Control,FABA,2,SENOBT,NV,1
7/28/2022,0,2,Control,FORB,2,AMBART,NV,0
7/28/2022,0,2,Control,FORB,2,OXASPP,ND,0
7/28/2022,0,2,Control,VINE,1,MOMCHA,NN,0
7/28/2022,0,2,Control,NONE,1,UNKMON,ND,0
7/28/2022,0,2,Control,VINE,1,RUBSPP,NV,3
7/28/2022,0,2,Control,GRAS,1,UROMAX,NN,0
7/28/2022,1,1,Herbicide,FABA,5,INDHIR,NN,0
7/28/2022,1,1,Herbicide,FORB,3,SIDCOR,NN,0
7/28/2022,1,1,Herbicide,FORB,2,AMBART,NV,0
7/28/2022,1,1,Herbicide,FABA,2,MACLAT,NN,0
7/28/2022,1,1,Herbicide,GRAS,2,UROMAX,NN,0
7/28/2022,1,1,Herbicide,FORB,2,BIDALB,NV,0
7/28/2022,1,1,Herbicide,NONE,1,UNKDIC,ND,0
7/28/2022,1,1,Herbicide,NONE,1,UNKDIC,ND,0
7/28/2022,1,1,Herbicide,VINE,1,RUBSPP,NV,3
7/28/2022,1,1,Herbicide,SHRU,1,URELOB,NN,0
7/28/2022,1,1,Herbicide,FORB,1,POLPRO,NV,1
7/28/2022,1,1,Herbicide,FABA,1,SENOBT,NV,1
7/28/2022,1,1,Herbicide,SEDG,1,CYPSPP,ND,0
7/28/2022,1,1,Herbicide,FORB,1,OXASPP,ND,0
7/28/2022,1,1,Herbicide,NONE,1,DEDVEG,ND,0
7/28/2022,1,1,Herbicide,FORB,1,PHLSPP,NV,0
7/28/2022,1,2,Herbicide,GRAS,6,UROMAX,NN,0
7/28/2022,1,2,Herbicide,NONE,3,BARSOI,ND,0
7/28/2022,1,2,Herbicide,SHRU,2,URELOB,NN,0
7/28/2022,1,2,Herbicide,VINE,1,MOMCHA,NN,0
7/28/2022,1,2,Herbicide,NONE,1,UNKDIC,ND,0
7/28/2022,1,2,Herbicide,FORB,1,AMBART,NV,0
7/28/2022,1,2,Herbicide,SEDG,1,CYPSPP,ND,0
7/28/2022,1,2,Herbicide,FABA,1,INDHIR,NN,0
7/28/2022,1,3,Herbicide,GRAS,4,UROMAX,NN,0
7/28/2022,1,3,Herbicide,FABA,4,INDHIR,NN,0
7/28/2022,1,3,Herbicide,NONE,3,BARSOI,ND,0
7/28/2022,1,3,Herbicide,NONE,2,UNKDIC,ND,0
7/28/2022,1,3,Herbicide,SHRU,2,URELOB,NN,0
7/28/2022,1,3,Herbicide,FORB,2,AMBART,NV,0
7/28/2022,1,3,Herbicide,NONE,1,DEDVEG,ND,0
7/28/2022,1,3,Herbicide,FORB,1,SIDSPP,ND,0
7/28/2022,1,3,Herbicide,FABA,1,MACLAT,NN,0
7/28/2022,1,3,Herbicide,VINE,1,MOMCHA,NN,0
7/28/2022,1,3,Herbicide,FORB,1,PHLSPP,NV,0
7/28/2022,1,4,Herbicide,NONE,4,DEDVEG,ND,0
7/28/2022,1,4,Herbicide,GRAS,4,UROMAX,NN,0
7/28/2022,1,4,Herbicide,FORB,3,CROSPP,NN,0
7/28/2022,1,4,Herbicide,FABA,3,INDHIR,NN,0
7/28/2022,1,4,Herbicide,SHRU,1,URELOB,NN,0
7/28/2022,1,4,Herbicide,FORB,1,SIDSPP,ND,0
7/28/2022,1,4,Herbicide,NONE,1,UNKDIC,ND,0
7/28/2022,1,4,Herbicide,SEDG,1,CYPSPP,ND,0
7/28/2022,1,4,Herbicide,FORB,1,AMBART,NV,0
7/28/2022,1,5,Herbicide,FORB,4,BIDALB,NV,0
7/28/2022,1,5,Herbicide,NONE,4,DEDVEG,ND,0
7/28/2022,1,5,Herbicide,FABA,2,MACLAT,NN,0
7/28/2022,1,5,Herbicide,FORB,2,OENSIM,NV,1
7/28/2022,1,5,Herbicide,GRAS,2,UROMAX,NN,0
7/28/2022,1,5,Herbicide,FORB,2,SIDSPP,ND,0
7/28/2022,1,5,Herbicide,FORB,2,CROSPP,NN,0
7/28/2022,1,5,Herbicide,FABA,1,SENOBT,NV,1
7/28/2022,1,5,Herbicide,FORB,1,AMBART,NV,0
7/28/2022,1,5,Herbicide,SHRU,1,URELOB,NN,0
7/28/2022,1,5,Herbicide,NONE,1,BARSOI,ND,0
7/28/2022,2,1,Mechanical,FORB,5,BIDALB,NV,0
7/28/2022,2,1,Mechanical,SHRU,4,URELOB,NN,0
7/28/2022,2,1,Mechanical,GRAS,3,UROMAX,NN,0
7/28/2022,2,1,Mechanical,FABA,2,INDHIR,NN,0
7/28/2022,2,1,Mechanical,VINE,1,RUBSPP,NV,3
7/28/2022,2,1,Mechanical,NONE,1,UNKDIC,ND,0
7/28/2022,2,1,Mechanical,FORB,1,AMBART,NV,0
7/28/2022,2,1,Mechanical,SEDG,1,CYPSPP,ND,0
7/28/2022,2,1,Mechanical,FORB,1,PHLSPP,NV,0
7/28/2022,2,2,Mechanical,NONE,4,DEDVEG,ND,0
7/28/2022,2,2,Mechanical,GRAS,4,UROMAX,NN,0
7/28/2022,2,2,Mechanical,SHRU,2,URELOB,NN,0
7/28/2022,2,2,Mechanical,FORB,2,PHLSPP,NV,0
7/28/2022,2,2,Mechanical,VINE,1,RUBSPP,NV,3
7/28/2022,2,2,Mechanical,SEDG,1,CYPSPP,ND,0
7/28/2022,2,2,Mechanical,FORB,1,PORSPP,NV,1
7/28/2022,2,2,Mechanical,FORB,1,AMBART,NV,0
7/28/2022,2,3,Mechanical,NONE,5,DEDVEG,ND,0
7/28/2022,2,3,Mechanical,GRAS,3,UROMAX,NN,0
7/28/2022,2,3,Mechanical,SHRU,3,URELOB,NN,0
7/28/2022,2,3,Mechanical,NONE,1,UNKDIC,ND,0
7/28/2022,2,3,Mechanical,FORB,1,PHLSPP,NV,0
7/28/2022,2,3,Mechanical,FABA,1,INDHIR,NN,0
7/28/2022,2,4,Mechanical,NONE,5,DEDVEG,ND,0
7/28/2022,2,4,Mechanical,GRAS,4,UROMAX,NN,0
7/28/2022,2,4,Mechanical,SHRU,3,URELOB,NN,0
7/28/2022,2,4,Mechanical,FORB,1,SIDSPP,ND,0
7/28/2022,2,4,Mechanical,NONE,1,UNKDIC,ND,0
7/28/2022,2,4,Mechanical,FABA,1,SENOBT,NV,1
7/28/2022,2,4,Mechanical,NONE,1,BARSOI,ND,0
7/28/2022,2,4,Mechanical,FORB,1,POLPRO,NV,1
7/28/2022,2,4,Mechanical,FABA,1,INDHIR,NN,0
7/28/2022,2,5,Mechanical,FORB,5,SIDSPP,ND,0
7/28/2022,2,5,Mechanical,SHRU,4,URELOB,NN,0
7/28/2022,2,5,Mechanical,GRAS,2,UROMAX,NN,0
7/28/2022,2,5,Mechanical,NONE,2,UNKDIC,ND,0
7/28/2022,2,5,Mechanical,NONE,2,DEDVEG,ND,0
7/28/2022,2,5,Mechanical,FORB,1,GAMSPP,ND,0
7/28/2022,2,5,Mechanical,FORB,1,BIDALB,NV,0
7/28/2022,2,5,Mechanical,NONE,1,BARSOI,ND,0
9/19/2022,0,1,Control,GRAS,5,UROMAX,NN,0
9/19/2022,0,1,Control,FABA,3,INDHIR,NN,0
9/19/2022,0,1,Control,FORB,3,AMBART,NV,0
9/19/2022,0,1,Control,VINE,2,RUBSPP,NV,3
9/19/2022,0,2,Control,GRAS,7,UROMAX,NN,0
9/19/2022,0,2,Control,SHRU,2,URELOB,NN,0
9/19/2022,1,1,Herbicide,FORB,5,MALCOR,NV,1
9/19/2022,1,1,Herbicide,NONE,3,DEDVEG,ND,0
9/19/2022,1,1,Herbicide,FORB,2,PHLSPP,NV,0
9/19/2022,1,1,Herbicide,GRAS,2,UROMAX,NN,0
9/19/2022,1,1,Herbicide,SEDG,2,CYPSPP,ND,0
9/19/2022,1,1,Herbicide,FORB,2,COMSPP,ND,0
9/19/2022,1,1,Herbicide,NONE,1,BARSOI,ND,0
9/19/2022,1,1,Herbicide,GRAS,1,ERISPP,NN,0
9/19/2022,1,2,Herbicide,FORB,5,BIDALB,NV,0
9/19/2022,1,2,Herbicide,FORB,3,MALCOR,NV,1
9/19/2022,1,2,Herbicide,FORB,1,PHLSPP,NV,0
9/19/2022,1,3,Herbicide,FORB,5,MALCOR,NV,1
9/19/2022,1,3,Herbicide,GRAS,3,UROMAX,NN,0
9/19/2022,1,3,Herbicide,FORB,3,BIDALB,NV,0
9/19/2022,1,3,Herbicide,SHRU,2,URELOB,NN,0
9/19/2022,1,3,Herbicide,VINE,2,IPOSPP,NV,0
9/19/2022,1,3,Herbicide,FORB,2,PHLSPP,NV,0
9/19/2022,1,4,Herbicide,NONE,5,DEDVEG,ND,0
9/19/2022,1,4,Herbicide,SHRU,3,URELOB,NN,0
9/19/2022,1,4,Herbicide,GRAS,2,UROMAX,NN,0
9/19/2022,1,4,Herbicide,NONE,1,UNKDIC,ND,0
9/19/2022,1,5,Herbicide,NONE,5,DEDVEG,ND,0
9/19/2022,1,5,Herbicide,FORB,2,MALCOR,NV,1
9/19/2022,1,5,Herbicide,FORB,2,CROSPP,NN,0
9/19/2022,1,5,Herbicide,GRAS,2,SPOSPP,NN,0
9/19/2022,1,5,Herbicide,GRAS,2,UROMAX,NN,0
9/19/2022,1,5,Herbicide,TREE,2,SABPAL,NV,2
9/19/2022,1,5,Herbicide,FORB,2,POLPRO,NV,1
9/19/2022,1,5,Herbicide,NONE,2,UNKDIC,ND,0
9/19/2022,2,1,Mechanical,GRAS,5,UROMAX,NN,0
9/19/2022,2,1,Mechanical,FORB,3,MALCOR,NV,1
9/19/2022,2,1,Mechanical,NONE,3,DEDVEG,ND,0
9/19/2022,2,2,Mechanical,FORB,4,MALCOR,NV,1
9/19/2022,2,2,Mechanical,SHRU,3,MORCER,NV,4
9/19/2022,2,2,Mechanical,GRAS,3,UROMAX,NN,0
9/19/2022,2,2,Mechanical,VINE,2,MOMCHA,NN,0
9/19/2022,2,3,Mechanical,GRAS,5,UROMAX,NN,0
9/19/2022,2,3,Mechanical,FORB,3,MALCOR,NV,1
9/19/2022,2,3,Mechanical,FORB,2,COMSPP,ND,0
9/19/2022,2,3,Mechanical,FORB,2,PHLSPP,NV,0
9/19/2022,2,4,Mechanical,GRAS,6,UROMAX,NN,0
9/19/2022,2,4,Mechanical,FORB,2,BIDALB,NV,0
9/19/2022,2,4,Mechanical,FORB,2,MALCOR,NV,1
9/19/2022,2,5,Mechanical,FORB,5,MALCOR,NV,1
9/19/2022,2,5,Mechanical,GRAS,4,UROMAX,NN,0
9/19/2022,2,5,Mechanical,GRAS,1,ARISPI,NV,7
9/19/2022,3,1,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,3,1,Underlayment,GRAS,3,PANDIC,NV,1
9/19/2022,3,1,Underlayment,FORB,3,BIDALB,NV,0
9/19/2022,3,1,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,3,1,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,3,1,Underlayment,FORB,2,MALCOR,NV,1
9/19/2022,3,1,Underlayment,NONE,2,DEDVEG,ND,0
9/19/2022,3,2,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,3,2,Underlayment,FORB,2,MALCOR,NV,1
9/19/2022,3,2,Underlayment,SHRU,2,URELOB,NN,0
9/19/2022,3,2,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,3,2,Underlayment,FORB,2,BIDALB,NV,0
9/19/2022,3,2,Underlayment,FABA,2,VIGLUT,NV,2
9/19/2022,3,2,Underlayment,VINE,2,MOMCHA,NN,0
9/19/2022,3,2,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,3,2,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,3,2,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,4,1,Plastic,FORB,4,MOLVER,NN,0
9/19/2022,4,1,Plastic,GRAS,3,COLANC,NV,7
9/19/2022,4,1,Plastic,GRAS,3,ERASPE,NV,2
9/19/2022,4,1,Plastic,NONE,3,BARSOI,ND,0
9/19/2022,4,1,Plastic,GRAS,2,SETPAR,NV,3
9/19/2022,4,1,Plastic,GRAS,2,PANDIC,NV,1
9/19/2022,4,2,Plastic,GRAS,3,SETPAR,NV,3
9/19/2022,4,2,Plastic,GRAS,3,PANVIR,NV,4
9/19/2022,4,2,Plastic,FORB,3,MALCOR,NV,1
9/19/2022,4,2,Plastic,NONE,3,BARSOI,ND,0
9/19/2022,4,2,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,4,2,Plastic,GRAS,2,EUSPET,NV,2
9/19/2022,4,2,Plastic,FABA,2,INDHIR,NN,0
9/19/2022,5,1,Underlayment,NONE,4,BARSOI,ND,0
9/19/2022,5,1,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,5,1,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,5,1,Underlayment,GRAS,3,ARISPI,NV,7
9/19/2022,5,1,Underlayment,NONE,2,DEDVEG,ND,0
9/19/2022,5,1,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,1,Underlayment,FORB,1,PHLSPP,NV,0
9/19/2022,5,2,Underlayment,NONE,4,BARSOI,ND,0
9/19/2022,5,2,Underlayment,GRAS,3,SETPAR,NV,3
9/19/2022,5,2,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,5,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,5,2,Underlayment,FORB,2,BIDALB,NV,0
9/19/2022,5,2,Underlayment,GRAS,2,PANDIC,NV,1
9/19/2022,5,2,Underlayment,SEDG,2,CYPSPP,ND,0
9/19/2022,5,2,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,2,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,2,Underlayment,GRAS,1,MUHCAP,NV,7
9/19/2022,6,1,Plastic,NONE,5,BARSOI,ND,0
9/19/2022,6,1,Plastic,GRAS,3,PANDIC,NV,1
9/19/2022,6,1,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,6,1,Plastic,VINE,2,MOMCHA,NN,0
9/19/2022,6,1,Plastic,GRAS,2,ARISPI,NV,7
9/19/2022,6,1,Plastic,GRAS,2,EUSPET,NV,2
9/19/2022,6,1,Plastic,FORB,2,POLPRO,NV,1
9/19/2022,6,1,Plastic,NONE,2,DEDVEG,ND,0
9/19/2022,6,2,Plastic,SEDG,4,CYPSPP,ND,0
9/19/2022,6,2,Plastic,SEDG,4,CYPSPP,ND,0
9/19/2022,6,2,Plastic,FORB,4,POLPRO,NV,1
9/19/2022,6,2,Plastic,GRAS,3,PANDIC,NV,1
9/19/2022,6,2,Plastic,FORB,2,COMSPP,ND,0
9/19/2022,6,2,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,6,2,Plastic,FORB,2,CORAES,NN,0
9/19/2022,7,1,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,7,1,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,7,1,Underlayment,ASTE,2,SOLSEM,NV,4
9/19/2022,7,1,Underlayment,SHRU,2,URELOB,NN,0
9/19/2022,7,1,Underlayment,GRAS,2,DIGFIL,NV,7
9/19/2022,7,1,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,7,1,Underlayment,FORB,2,COMSPP,ND,0
9/19/2022,7,1,Underlayment,VINE,2,RUBSPP,NV,3
9/19/2022,7,1,Underlayment,GRAS,2,ERASPE,NV,2
9/19/2022,7,2,Underlayment,NONE,3,BARSOI,ND,0
9/19/2022,7,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,7,2,Underlayment,FORB,3,MALCOR,NV,1
